Moment,Reaction,Offensiveness,Responsibility
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Play dead.,-0.45,-0.30
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Put up your dukes and threaten to fight.,1.46,0.27
You're adjusting your Spanx alone in the elevator just as the doors open to reveal a waiting crowd.,Start updating your resume.,-0.31,1.41
You leave the handicapped stall only to find a person in a wheelchair waiting to use it.,Ask Siri what to do.,0.95,0.33
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Post passive-aggressive sticky notes.,1.94,-0.31
You accidentally sit on ketchup at lunch.,Open mouth. Insert both feet.,-0.36,0.52
You call your father at home late at night and your boss answers.,Avoid eye contact and back away slowly.,-0.36,0.70
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Curl up into the fetal position.,0.37,0.15
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Open mouth. Insert both feet.,0.37,0.42
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Open mouth. Insert both feet.,-0.41,1.27
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Ask for a raise.,0.44,0.24
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Correct them instantly--do not hold back.,0.47,0.66
You start telling a joke and realize halfway through you've forgotten the punch line.,Bring in donuts.,-0.91,1.55
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Start mentally drafting your letter of resignation.,-0.38,1.33
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Call your mom.,-0.39,0.30
"When a co-worker announces she's leaving early for a funeral, you instinctively say, ""Have fun!""",Call your mom.,0.26,0.90
You realize too late that the wireless presentation microphone is still on during your bathroom break.,Hide in the bathroom until it all blows over.,-0.14,0.91
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Post passive-aggressive sticky notes.,0.44,0.09
"You forget to include a vegetarian option at the work BBQ. The company president, a vegetarian, is coming.",Post passive-aggressive sticky notes.,1.35,0.01
"Your boss always makes a point to ask the minority employees for the their ""unique"" perspective.",Stroke their ego. A little brown-nosing never hurts.,0.48,0.70
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Make a run for the border.,0.50,0.22
You laugh at a hilarious text during a meeting at the exact moment the boss announces that layoffs are coming.,Make a run for the border.,0.26,0.30
"A co-worker tells a racist joke, then says, ""Don't worry, I stole that from Chris Rock.""",Put up your dukes and threaten to fight.,0.93,-0.09
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Fake a heart attack.,0.04,0.22
You start telling a joke and realize halfway through you've forgotten the punch line.,Correct them instantly--do not hold back.,-0.67,0.48
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Tell them the devil made you do it.,0.20,-1.11
Your boss is in the bathroom stall next to you and starts a conversation.,Go take an emergency shower because you feel unclean.,-0.56,-0.41
You accidentally sit on ketchup at lunch.,Fake a heart attack.,-0.61,-0.47
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Put up your dukes and threaten to fight.,0.87,-1.45
An unknown co-worker always leaves used tissues on the conference table.,Stroke their ego. A little brown-nosing never hurts.,-0.48,0.40
"You repeatedly motion to a co-worker that he's got something on his face. He finally shouts, ""It's a mole!""",Bring in donuts.,-0.37,1.53
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Growl like a dog.,2.49,-1.02
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.","Say, ""I'll be right back."" Lie.",-0.32,-0.40
Your boss is the horrible blind date that your friend still complains about...,Ask Siri what to do.,-0.61,-0.25
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Laugh out loud and then abruptly stop.,3.23,-0.82
"Your colleague talks about his cats incessantly. Seriously, he won't stop.",Growl like a dog.,1.37,-0.59
You try to show off by greeting your new colleague in fluent Chinese. She's Korean.,Pretend you don't speak English.,0.72,-0.59
"Your blind colleague tells you about her recent promotion. You hold up your hand and say, ""High five!""",Go take an emergency shower because you feel unclean.,1.19,-0.41
Your boss tells you that rainbow flags are unprofessional.,Start a slow clap.,0.96,-0.67
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Curl up into the fetal position.,-0.59,-1.07
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Order a solution from Amazon.,-0.51,-0.06
"You suggest a meeting over coffee, and your boss assumes it's a date.",Hide in the bathroom until it all blows over.,0.64,-0.78
Your boss tells you that rainbow flags are unprofessional.,Go take an emergency shower because you feel unclean.,-1.03,-0.30
"Only one woman was invited to the planning meeting, and she's clearly noticed.",Call your mom.,-0.49,1.30
Your boss is in the bathroom stall next to you and starts a conversation.,Accept it and move on.,-1.18,5.14
You let one rip during the middle of the presentation. Shoulda skipped the chili at lunch...,Bring in donuts.,-0.91,1.31
You reply to a co-worker before realizing he was actually talking on his Bluetooth.,Write your local congressperson.,-0.73,-0.34
You call your father at home late at night and your boss answers.,Bring coffee for everything with a special ingredient: laxatives.,2.40,-1.03
"When your boss announces that there will be no holiday bonuses, your colleague says, ""Well, that's gay.""",Correct them instantly--do not hold back.,-1.20,5.06
"When recruiting players for the staff softball game, your boss approaches the gay women first.",Claim you were hacked.,-0.10,0.26
"A co-worker is proudly showing off his new ""Never don't give up"" tattoo.",Put up your dukes and threaten to fight.,1.58,-0.78
There's a picture with your face photoshopped onto a naked model posted in the stairwell.,Ask for a raise.,-0.18,-0.65
You realize too late that the office banquet you planned is happening over Ramadan--while a colleague will be fasting.,Ask Siri what to do.,-0.72,0.43
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Eat your co-workers' lunches until you forget your shame.,1.47,-1.11
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Ask Siri what to do.,-0.31,-0.16
You discover that your starting salary is lower than your colleague's despite having the same job title.,Make crazy eyes until they wet their pants.,-0.35,-0.84
"On a five-hour business road trip, your co-worker says, ""I made you a playlist that you'll really like. It's all Christian rock.""",Channel your inner Wonder Woman.,-0.84,0.59
"Your boss tells you to use Photoshop to make the company's PR materials ""more multiracial.""",Claim you were hacked.,-0.42,-1.07
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Growl like a dog.,2.59,-1.15
Your big order from Adult Fantasy Emporium gets delivered to work accidentally--and someone opened it.,Call your mom.,-0.63,0.13
You're rocking out to the soundtrack of Disney's Frozen when you realize your headphones aren't plugged in and everyone's staring at you.,Post passive-aggressive sticky notes.,0.37,-0.10
"A new technology innovation committee is formed, and you realize that no one over the age of 50 was invited to join.",Start mentally drafting your letter of resignation.,-0.75,-0.36
"Your phone autocorrected ""six"" to ""sex"" in a text to your boss.",Sneak out the fire escape.,-0.11,-0.21
You call your father at home late at night and your boss answers.,Call security.,-0.92,-0.38
You accidentally sit on ketchup at lunch.,Curl up into the fetal position.,-0.78,-0.42
"You say, ""Nice to meet you,"" to a visiting client. She replies, ""We've actually met. Twice.""",Eat your co-workers' lunches until you forget your shame.,1.39,-0.98
